,f,chi2,MATTE,NB,M3,HV,zscore,ENT
EHD3,130.1201702,0.358918179,0.396605012,-9.98e-149,-1.42e-10,0.0,-28281.5532267028,-97.25252927892949
PSMC4,9.10609858,0.007185306,0.554440259,,,,284.9182183917487,-49.261988554203015
MAN2B2,6.314692608,0.007910018,0.527976241,-2.8299999999999997e-30,,0.0,-17433.81442001676,-92.5170554002112
SLC7A14,3.032035298,0.001802643,0.072776811,,,,-8672.367605698013,-40.03710773911516
CLDN11,1.229157836,0.001438845,0.018906517,,,-1.75e-15,-14247.233602956325,-43.81000891855685
SLC25A39,18.1007079,0.011762847,1.414629475,,,,958.6282865118666,-36.57837159097735
MVP,25.79567904,0.0232825,1.29718158,,,,-6447.9960686132945,-60.19906620985603
NUB1,27.62110598,0.023434662,0.996459654,,,,-7319.026899141308,-55.628192307299344
PGM3,4.98348047,0.003030557,0.04167747,-8.94e-07,,,-3934.556884751721,-26.14503319211051
RWDD2A,3.957599258,0.002042706,0.035836389,,,,3379.4566027383835,-38.57362187313249
CLK1,13.10454762,0.014134213,0.285281185,,,,-6518.201309643383,-58.86725806648359
POLR3B,0.795806016,0.000579004,0.031398119,-2.62e-14,,,-3307.5474777729996,-37.46104459974964
ANGEL1,1.71451116,0.002193782,0.046077242,-4.34e-49,,0.0,3339.5944453153184,-30.9552269323767
RNF14,3.242076178,0.00244047,0.362358294,,,,-5768.464594199681,-42.351002804025946
DNASE1L1,11.21060952,0.012502122,0.120639019,,,,1052.8943145207143,-49.6238383511132
DDX11,7.110109726,0.004013064,0.180084546,,,,-54118.24359225233,-134.16003507656856
HEBP1,16.66984195,0.0144036,0.183736603,,,,-5619.318721402475,-53.284371402386604
GPRC5A,30.03781446,0.088048234,0.331894026,,-2.6499999999999997e-46,0.0,-11701.440703999577,-62.773429667691616
MAMLD1,1.103761827,0.001403517,0.0,-4.7e-18,,0.0,-39.447650636765616,-26.107297841066153
CD6,179.742646,0.127483279,1.130559111,,,,-44044.237890616234,-101.4140168162179
TACC3,22.39406305,0.033036567,0.352246611,-0.002132743,,0.0,3219.0622348925644,-55.09575288065365
UFL1,8.018882837,0.009391714,1.467721617,,,,-21771.81394708203,-70.82368827622427
POLA2,2.078504454,0.000948153,0.060030241,-1.2099999999999999e-23,,,-3872.0279013915147,-34.74240712017145
ZC3H3,2.372503985,0.002370909,0.143102499,-9.1e-14,,,6751.762579145553,-48.67496958069244
CAPN1,102.1066741,0.151653049,1.300747086,,,0.0,7742.409183750838,-45.209436125472976
ACPP,21.90196989,0.019130699,0.058487216,-0.0007355,,,-6582.110606916958,-44.9327681651895
MDH1,13.69960893,0.009858718,0.77779229,,,,1924.955066799412,-48.2130889715313
SLC30A9,5.754654382,0.005935301,1.35829947,,,,-6573.842391464878,-47.99173609548555
MTMR11,89.03553567,0.065550259,0.220061718,-9.99e-13,,,-14747.18161417956,-56.283441661445515
COX15,2.370215768,0.00224606,0.048559269,-0.000276884,,,2656.563001621337,-42.03034899925516
CCDC88C,41.49618763,0.038277666,1.123115118,,,,-4751.771300047377,-49.29185295073734
YAF2,2.094339883,0.002381447,0.32001324,,,,-3643.8043274364336,-53.299083882468345
ZMYND11,22.91758136,0.019761436,0.469790765,,,,-25681.793111288884,-86.13747327749434
WAS,40.55571626,0.037235669,1.177110268,,,,280.5339554037729,-46.26585260907133
DPEP1,0.441580886,0.000152079,0.0,,,,1069.095864435956,-2.402990298468498
BID,152.4940121,0.140113871,1.304776101,,,,-7343.613272066083,-44.65202773113653
XYLT2,1.885998429,0.001524523,0.032717953,-6.679999999999999e-45,,,-5249.255708677154,-66.62718383283966
RGPD5,5.721152045,0.00350872,0.031858595,,,,-58159.19934491656,-128.94289650668682
NUDCD3,16.29369702,0.01240423,1.152769247,,,,-561638.0940358578,-225.94036360368807
CHDH,2.25134304,0.002735841,0.050663051,,,0.0,-10403.596545356186,-49.17271700968624
IL20RA,1.684585815,0.00206377,0.0,,,0.0,-4573.085991354788,-33.155714733262606
CLCA4,1.033074521,0.00016341,0.0,-1.6e-05,,,-1096.1861968572234,-0.6066831787836904
GLT8D1,9.597011244,0.007255849,0.111641741,,,,-12575.496686886301,-56.13510334188454
ATP2C1,4.415888251,0.005234042,0.034364173,,,-3.8e-10,6180.870167344527,-49.32923527736542
IGF1,0.873567357,0.000617598,0.0,,,,-8046.682527066696,-35.110154814019
SLC38A5,12.46591204,0.008305907,0.081211629,-5.2499999999999995e-24,,,-17054.56462804274,-87.51651670045511
RALBP1,4.457412153,0.004222595,0.623038223,,,,-4199.975022719462,-62.49578151604637
RUFY3,17.97439999,0.018789164,0.79445464,,,,-26464.518766254223,-74.72572903992634
CNTN1,0.569588167,9.08e-05,0.0,,,,-22582.77805607557,-71.98633036324544
SLC11A1,377.0938107,0.563718382,1.318913891,,-6.12e-23,0.0,7284.867989818619,-33.531104649736534
WWTR1,0.478276277,0.000536269,0.0,,,-0.001102893,-18568.747923114708,-79.07088997621932
AGPS,10.39409361,0.012850447,0.308462523,,,0.0,-3100.0240061989784,-38.25288097873907
CXorf56,2.576708074,0.002915836,0.162006398,,,-0.081620179,-5397.953196294818,-58.30470287329969
ATP1A2,2.551523937,0.001150332,0.015383804,,,,-21119.812818870072,-59.13792436359548
TTC27,4.72713562,0.004335114,0.194045373,-1.52e-54,,,-3658.146257212656,-31.402081409351027
ZNF582,1.170350479,0.000541644,0.0,-4.06e-14,,,-3060.078074197396,-41.264839769431056
VSIG2,10.09338556,0.03059349,0.015205944,-5.88e-28,,0.0,-5286.483573301042,-5.490937885980715
PHLDB1,6.867836079,0.003995394,0.402010294,,,,-6752.041488240844,-45.38375883659533
MARCO,44.39796309,0.0333656,0.049457424,-4.25e-22,,,654.209209078606,-30.70805657964931
CYP24A1,4.198467045,0.001216471,0.0,,,,1170.7714926421927,-1.1581142899316443
PRDM11,0.846772083,0.00059631,0.0,,,,-22910.011095102094,-44.411829151988215
SYT13,0.536743561,0.000110285,0.0,,,,2092.220443984167,-1.9656347362025053
CD74,5787.808336,11.15679086,3.666658396,,0.0,,-44391.635136009216,10.986201927743528
HGF,23.88177783,0.015020402,0.05238817,-1.46e-28,,,-7188.763438163437,-56.40075563026822
ZRANB1,5.00696781,0.004550991,1.147521733,,,,-12939.1691276227,-79.36622404508196
NCDN,4.766011359,0.005942426,0.015590122,-0.004013335,,0.0,-2755.1467178176104,-41.48626645192002
ADGRA2,3.242268572,0.00214891,0.0,,,,-1858.8094264148074,-28.148035273489427
ZFP64,1.521704515,0.000791421,0.042311265,-1.93e-07,,,-3996.0903270120007,-53.25481693890947
MNAT1,24.72378021,0.016284934,0.175653503,,,,-29565.09901195259,-98.74686930254057
SAMD4A,26.82592208,0.021649666,0.129897368,,,,3706.7478313401944,-43.977116153301466
RUNX3,169.9514914,0.264562159,1.870910095,,-1.05e-50,,-34111.221311674264,-60.476668454916584
MRE11A,8.338966516,0.006079399,1.356317807,,,,207.7617307291457,-45.768720540792664
PLEKHB1,12.62637195,0.007506893,0.063910141,-1.38e-34,,,-36232.20431919844,-110.88383251768678
SERPINB1,93.74315363,0.105383093,0.966247124,,,,1961.8093835992888,-39.90410875653796
CYP3A43,4.514689368,0.002719058,0.058315765,,,,1541.4865924166998,-41.785523642541946
SLC7A9,0.287617707,0.000116095,0.0,,,,-28855.304292284607,-110.03951325341887
SPAST,6.210985943,0.008139128,0.236993005,,,0.0,-178560.27480835258,-147.05102639807194
NRXN3,0.758406531,0.000270618,0.0,,,,-1675.5183353195348,-34.38499785779467
OSBPL5,23.5881972,0.018726684,0.36152932,-7.66e-64,,,-6073.698933954056,-43.94836170919451
AQR,1.880814649,0.001842925,0.059534837,,,,-781.7724014842561,-52.066904327944755
CPS1,3.290369407,0.001410917,0.056384768,,,,-24700.070625328644,-61.830693871898106
FHL1,184.0895895,0.705920076,0.91101204,-3.77e-78,-6.72e-08,0.0,2710.304653762415,-33.310098175947985
RTFDC1,6.368442383,0.005848324,0.794188046,,,,56.49724419201493,-52.70045193535837
NLRP2,20.96452777,0.009845948,0.993049475,,,,-69823.65178754422,-111.48966184387243
SLC45A4,4.999277981,0.00502588,0.047641204,,,,1925.1291450128524,-35.8292675834956
RNF10,3.580141527,0.003163781,0.290192637,,,,-18485.91072367986,-58.51047395565996
ZNF839,2.852809237,0.002232348,0.050803885,,,,-2877.307109266989,-41.0091225064402
ZDHHC6,5.911380317,0.004546505,0.891201688,,,,-6878.614607534324,-63.06086996060521
GRAMD1B,7.215204592,0.006344134,0.047641204,-1.66e-50,,,1473.9814667046555,-44.61623243115353
RNH1,93.94220525,0.064952794,1.837302256,,,,4250.488670538213,-41.07339115691169
NDUFS1,6.064318352,0.005226845,1.083363144,,,,-11168.151799619041,-76.6545921209588
RB1CC1,12.01643222,0.010657955,0.573264734,,,,-65802.35625246834,-126.27109636064853
ERP44,23.30823733,0.02052968,1.001225681,,,,-16445.763838836363,-80.48459224950629
ALAS1,3.599708163,0.002990653,0.053055604,-2.05e-08,,,-2348.181127664104,-70.68213453363929
BIRC3,294.8996356,0.444033855,1.641144153,,-1.1100000000000001e-31,0.0,-20536.94061444692,-68.75727768581768
AKAP11,5.262444412,0.006098174,1.199071723,,,-0.005157614,-5307.765835922377,-42.044392723710764
GLRX2,3.882833543,0.003914834,0.063103164,,,,1634.225344603508,-29.52540087774148
SNAPC1,3.590726925,0.003557551,0.040213462,,,,-54450.15057583804,-112.08396845277565
DERA,34.59352873,0.048213847,0.501475868,,,0.0,-7508.67629078374,-42.555800774947855
STRAP,8.187332255,0.006945602,0.057087927,,,,-15481.879287953634,-49.02470243893489
ABCC2,2.685773929,0.000954863,0.0,-4.02e-11,,,-1960.9404159801325,-7.667456418534682
DEF6,14.30116053,0.011422202,0.729534616,,,,-10236.168787210037,-47.93748025295387
PLEKHO1,144.7503608,0.207400128,2.474904099,,,0.0,3608.029758965001,-45.9756720022296
GCLM,13.35352152,0.012448587,0.298835546,,,,-8386.501282911371,-55.24687740516617
UBR2,33.28645977,0.029316959,0.653166784,,,,-12499.83783235384,-71.19056451768847
EHD2,1.224162296,0.000406727,0.0,,,,-78.57500838320868,-4.431682220764954
DEPDC1,0.633942806,0.001301553,0.0,,,0.0,2283.914709182427,-17.822417492139746
CCDC28A,6.926099788,0.005174982,0.299901088,,,,-3716.3770170860366,-46.470511131745
RRAGD,9.445485729,0.004917457,0.047641204,,,,1776.889023143311,-29.3314742038144
HSF2,8.400550172,0.005761508,0.118530492,-0.003039979,,,-157417.01349708607,-113.78273197583795
PHF20,11.34434278,0.009500289,0.665109863,,,,-12195.257712916242,-67.21961872827015
HSD17B6,1.324052561,0.000540963,0.0,,,,-256.8536479188479,-0.3700288855202041
NR1H3,1.849593421,0.00149973,0.0,-6.22e-20,,,-1315.027439365142,-27.16568166154137
TYMP,1087.93284,1.160780056,1.644250495,,-5.61e-98,,7388.568149656801,3.210022895306798
NCAPH2,0.930373983,0.000798663,0.060570882,-0.000187173,,,-6361.911910903343,-53.08035740647752
TOMM34,1.628470027,0.001458776,0.033419147,-6.479999999999999e-40,,,254.06357861317952,-34.96173547974499
SEC63,5.860522327,0.005515806,0.059534837,,,,1921.4997351214492,-47.54101834816405
KPNA6,4.313138984,0.00433367,0.039434205,,,,-13678.347240442288,-65.09765563896255
VIM,797.9811354,1.455151796,4.122195391,,-1e-108,,384.66975659365744,-25.82907934924654
RTEL1-TNFRSF6B,1.570088182,0.002178829,0.0,-1.2e-08,,0.0,-50549.88456761277,-77.40408171882714
FAS,12.73950367,0.012015446,0.15981466,-7.86e-20,,,-5231.800697872267,-53.38924905520914
RNASET2,238.0567046,0.201893624,0.291119108,,,,5745.313582188158,-26.434662182369223
CD44,116.7607234,0.102115563,0.039434205,,,,-22486.996408128638,-47.87225216374808
KCNG1,39.20468505,0.031450806,0.572724682,,,,-32499.17009998982,-81.97579917577633
AGPAT4,30.54963909,0.028452136,0.311910105,-4.7e-25,,,-26862.820780646267,-105.71561520728271
SLAMF7,49.1797411,0.042506806,0.757320383,-9.9e-08,,,-12899.784040751963,-54.74549451931514
BTN3A1,39.2651972,0.037535195,0.812280995,,,,-5289.589032506203,-52.09816650378232
MIPEP,4.236479192,0.003868746,0.084370368,-6.86e-20,,,-1499.1239725385035,-38.149725606832206
PRKCH,253.2948931,0.22964251,1.275480645,,,,-11917.73554922617,-69.55362405740448
IFNGR1,67.08502528,0.061814537,0.866299551,,,,-12517.489073928991,-54.88576035732973
B4GALT7,3.664468239,0.001860347,0.04578011,,,,3124.489349069179,-30.17015771564561
SH2D2A,123.6544641,0.071920586,0.658001482,,,,-15111.06852706273,-61.65004475678361
VRK2,5.674323709,0.004533959,0.322179198,,,,-21987.871098159663,-73.24954904059385
TNFRSF1B,403.4685266,0.493962421,1.886724606,,-8.65e-22,,-52838.35351656977,-69.10363739297804
VEZT,8.093370028,0.006614611,1.314725688,,,,-64548.89986021757,-139.7994848112205
POU2F2,334.96812,0.419349,1.215990082,,-9.050000000000001e-21,-0.006890606,2209.584825346732,-47.79261683919987
BRD9,12.30827404,0.009487047,1.043608624,,,,5577.280260317484,-58.57979448272473
SNX1,0.621640391,0.000647664,0.058467509,,,,6668.377441221513,-52.26079860796958
TBPL1,18.96801282,0.015659989,0.64737522,,,,-18566.800733137934,-62.77328187468633
ARNTL2,5.519901778,0.002260236,0.033920743,,,,1264.557755152313,-36.040960852471976
BCLAF1,24.28558933,0.024631095,0.039434205,,,,-13743.948432476343,-58.587146824882105
SLC39A9,3.727589711,0.004030819,0.060846915,-8.859999999999999e-23,,,-188.23562804259245,-53.17773280512186
ANK1,23.34417056,0.040519013,0.113666708,,,0.0,-3546.193651557871,-37.62045142271443
TFB1M,3.660927083,0.003878805,0.053340266,-2.13e-05,,,5227.8753742604,-34.1983992355118
RABEP1,16.3928818,0.016085291,0.92653243,,,,-20141.044511239303,-53.73611650433234
HMGB3,13.01384978,0.008113995,0.278882278,,,,-6520.145635621751,-30.45150077840284
NUP160,13.95802695,0.00944796,0.59773782,,,,6678.196435177499,-44.27092006977916
BAK1,7.415350703,0.004563948,0.156613538,,,,515.6656940882172,-50.16044852503886
IKZF2,20.98936328,0.025210412,1.440362388,,-4.6e-34,-0.002025604,-7435.836099791842,-63.39569524579488
GRN,836.6099671,0.98333323,1.52533089,,-2.5e-84,,-7485.459724535658,-34.20479072059014
FAM13B,9.684130439,0.007672499,0.897830244,,,,-3713.404223192243,-61.69487168701103
ARHGAP31,3.248056479,0.00370498,0.033824355,-9.74e-10,,-1.66e-06,-2114.6285319201156,-41.674131416645736
CENPQ,0.987823137,0.000617839,0.024610161,,,,-268.4413302801339,-34.688236130237506
SARS,12.76841453,0.009467001,0.785879628,,,,-40258.96921479456,-111.67046332154524
RANBP3,7.227451186,0.005628249,0.620659508,,,,-7640.3323573014195,-49.305145658944916
ARID4A,13.68546036,0.013063114,0.594805261,,,,-7928.964702085993,-59.96966489022202
TSSC1,4.958371521,0.003596686,0.341963899,,,,-1042.0368736332366,-36.60677737906585
PNPLA6,32.60211427,0.026093332,1.110899575,,,,-74968.39907466335,-76.65934880591516
IFT88,3.328067941,0.002483236,0.263896169,,,,-2708.756869775505,-36.8695337395539
ALG1,1.095507511,0.000653777,0.03108069,,,,2074.811722258922,-51.23689147999763
ZCCHC8,5.886401461,0.004683822,0.986312319,,,,-17454.370953764785,-81.85429238399797
ABCF2,4.921895936,0.003341213,0.332174653,-6.04e-13,,,-8821.08515231573,-37.80555317035468
CHPF2,2.870397369,0.002998343,0.097919731,,,,3410.717488761604,-46.13804712683083
LRRC7,7.747041472,0.004441743,0.060754142,,,,-3165.636079493892,-33.0561166079377
FUT8,10.76076012,0.009852012,0.358673947,-0.003076575,,,-9614.721799720082,-54.29982498979524
UBA6,13.35842228,0.010087334,1.300562297,,,,-75260.84052549367,-213.1984994486437
GAB2,78.41139362,0.073597594,0.350044198,-7.72e-09,,,-33084.2303357833,-104.09033704566268
ATP6V0A1,42.26242854,0.03603753,0.4918937,,,,-6647.6269925648685,-54.378525910399006
PIAS1,10.25357275,0.009599034,0.039434205,,,,-3768.6614995831424,-57.99515143061342
SLC4A7,10.83481,0.011784015,0.47987834,,,,-1645.6747213656593,-64.30305860522567
APBA2,42.38074557,0.029737771,0.439590807,,,,-21603.88335654819,-75.31792580463625
MAP2K3,71.7493431,0.091172736,1.679405901,,,-8.62e-09,10056.201784294399,-43.22955341099189
TMSB10,416.9713412,0.55877945,1.120046329,,,,10748.301386019784,-19.718338727777343
ASTE1,10.04496708,0.007352553,0.388575118,-2.55e-10,,,-566626.0637978434,-228.12613344056868
RNF19A,30.14875477,0.027344833,1.694425932,,,,-26467.72905844339,-76.26118730869715
PEX3,5.494452181,0.003056266,0.060754142,-5.1999999999999994e-23,,,-2857.438527825603,-38.801611144526646
GABARAPL2,111.8861468,0.131483221,0.841999619,,,,9522.842644455332,-37.627499204600696
SH3YL1,109.7170696,0.074232717,1.301921755,,,,-17065.886411176652,-56.68083716508383
FAM136A,6.801480981,0.00509095,0.263986027,,,,1941.849276342998,-48.200578806512674
VCL,586.0499123,1.933494048,1.500731744,-6.02e-07,-2.46e-52,0.0,-16612.687221829037,-27.535169795722645
DEPDC1B,3.756706868,0.001241632,0.0,,,,-11804.591824295958,-133.24529190454777
DAPK2,6.730752029,0.005627948,0.089406979,,,,-11224.594760884118,-55.89404256514047
NSMAF,6.860588865,0.006936255,0.358367176,,,,1121.5018496723653,-31.912021489102813
ADSS,30.37812127,0.024412016,1.811678,,,,-52259.07560024772,-145.4785720283667
STAP1,124.0752883,0.129078472,2.56337932,-0.000157815,,,-706.886237659352,-46.85045512270518
TIMP2,242.5618334,0.226823322,0.840698114,,,,-5048.192126652005,-50.40611740764489
RFC1,11.44009129,0.01166306,1.798593314,,,,-40500.18635968628,-115.02739578912426
TBC1D23,1.298504233,0.001178056,0.016444171,,,,-18056.01101671139,-68.54332393253873
CUL3,14.18290391,0.013781756,0.956510692,,,,-41140.63320577888,-95.54022873376216
MYOM2,18.54411284,0.016116897,0.069022273,-4.81e-10,,,-64551.851601374554,-122.17925684225452
CYP46A1,7.95266279,0.004881026,0.296610382,,,,-22620.66253327665,-89.93797984000676
ZZZ3,4.100491965,0.00351766,0.317253674,,,,-27112.991262621945,-83.06896165071218
SLC18A1,0.796371331,0.000414583,0.0,,,,-2210.7109936680104,-29.728952347873165
USP2,0.74282508,0.000704212,0.0,,,,-14061.561323081542,-71.989875557777
TUBG2,0.341166221,0.000277406,0.009456209,-2.9e-07,,,-19430.428739835465,-61.25269622322839
RPL26L1,3.469921343,0.002308461,0.173503974,,,,8053.548659676411,-44.226866670424954
FLT4,5.934035941,0.001660273,0.0,,,,-544.1075879199257,-35.52602817584526
NSUN2,2.776369205,0.002497933,0.367036251,,,,-15055.291270884314,-86.04013835823082
FBXO42,3.096799602,0.002706957,0.352133451,,,,-3083.1005911823336,-55.0560951768809
MFAP3,1.662317135,0.000863046,0.0,-7.47e-07,,,-4080.511083601791,-43.386930702576535
MRI1,4.303436479,0.003182748,0.570675234,,,,-25913.47930682694,-81.66828440007433
METTL1,3.979194905,0.001673521,0.025334061,-3.57e-38,,,-2153.302698412396,-31.364871730659033
HOXC8,3.078671637,0.001853935,0.0,,,,-2400.3537336554186,-41.355705387598256
AGA,8.871512229,0.00514208,0.154970326,-1.08e-07,,,-29535.14007736959,-82.41122152888481
PI4K2B,1.036697372,0.000862668,0.0,,,,1011.6796611223308,-45.30229419150715
BOD1L1,20.58617378,0.018230072,1.609814814,,,,-14106.074396951688,-81.2818734393992
MAT2B,11.6885906,0.010435742,0.906478859,,,,7998.5915886765,-50.642236868051306
EDC4,1.04129513,0.000977584,0.0,-1.3599999999999999e-67,,,-2218.615078692519,-29.00275769636463
TRIO,22.70918138,0.027424889,1.301133676,-1.02e-14,,0.0,-46707.54860735935,-76.39041551843653
VCAN,1759.423924,3.069960633,1.696567957,,0.0,0.0,3296.8743505750426,-26.882869636080212
CLEC16A,1.825156704,0.002107293,0.054039035,-9.8e-53,,-1.14e-05,-5377.133791932322,-69.00476129646553
MSR1,43.97623502,0.049506412,0.191726907,,,-2.03e-05,-1704.2505192802055,-36.224739978338604
CDH1,5.416050786,0.004934513,0.07104338,-8.69e-06,,,6587.771565952469,-49.94386804608811
SKIV2L2,7.971048297,0.006464754,0.376613061,,,,-6318.228844930235,-58.15985980455339
DNAH5,0.239768441,0.000195096,0.0,,,,-684.7676610289915,-25.099294835076428
ZFYVE16,19.90792513,0.015539819,0.448370515,,,,-9871.339567055575,-47.82084274957495
FAM65A,25.76365723,0.030452145,0.273396795,-2.99e-14,,-1.15e-11,-1949.0831044042934,-54.432080828465445
RAI14,0.703426117,0.000771415,0.0,,,,-393.8868389768056,-3.0144484913320477
PNKP,11.12372748,0.006866617,1.247855213,,,,-250549.950482707,-138.94218787197192
BEST2,0.373976228,0.000138263,0.0,,,,825.0968944368653,-24.91597184759516
PHLPP2,4.350215191,0.007861751,0.351545483,,,0.0,-6852.118642875983,-47.3735017914783
SPDL1,2.718248382,0.001485147,0.019176614,,,,-495.15923496057184,-42.57979697912044
STAU2,9.66240454,0.011242906,0.145692247,,,-2.8e-06,3159.1910094434706,-53.0202566444029
PQLC2,3.724656615,0.002154839,0.042302532,-5.17e-10,,,-261679.61650243512,-134.96631695694356
CTNS,1.662308791,0.00166527,0.04998199,-1.65e-12,,,-3595.1763454344114,-39.868867133695076
RTN4R,1.313807157,0.0004102,0.0,,,,-1006.4482022824991,-26.971804308083648
PHF23,3.795824094,0.00214404,0.044547964,,,,-905.637792112583,-37.930659108953705
